location,duration
"Albany, Gentry County, MO",3
"Auxvasse, Audrain County, MO",3
"Brunswick, Carroll County, MO",4
"Cardwell, Dunklin County, MO",2
"Charleston, Mississippi County, MO",2
"Clarkton, Dunklin County, MO",3
"Columbia-Sanborn Field, Boone County, MO",4
"Columbia-South Farms, Boone County, MO",3
"Cook Station, Crawford County, MO",3
"Corning, Atchison County, MO",2
"Delta, Cape Girardeau County, MO",2
"Glennonville, Dunklin County, MO",3
"Hayward, Pemiscot County, MO",3
"Lamar, Barton County, MO",4
"Linneus, Linn County, MO",3
"Monroe City, Monroe County, MO",4
"Novelty, Knox County, MO",3
"Portageville, Pemiscot County, MO",4
"St. Joseph, Buchanan County, MO",2
