location,duration
"Albany, Gentry County, MO",4
"Auxvasse, Audrain County, MO",2
"Brunswick, Carroll County, MO",3
"Cardwell, Dunklin County, MO",3
"Charleston, Mississippi County, MO",5
"Clarkton, Dunklin County, MO",2
"Columbia-Sanborn Field, Boone County, MO",3
"Columbia-South Farms, Boone County, MO",2
"Cook Station, Crawford County, MO",5
"Corning, Atchison County, MO",3
"Delta, Cape Girardeau County, MO",3
"Glennonville, Dunklin County, MO",3
"Hayward, Pemiscot County, MO",3
"Lamar, Barton County, MO",4
"Linneus, Linn County, MO",5
"Monroe City, Monroe County, MO",3
"Novelty, Knox County, MO",5
"Portageville, Pemiscot County, MO",3
"St. Joseph, Buchanan County, MO",4
