06/01/2008 0.1529
start_date end_date duration peak sum average median
01/01/2009 02/01/2009 1 -2.32 -2.32 -2.32 -2.32
10/01/2010 12/01/2010 2 -1.58 -2.05 -1.03 -1.03
05/01/2012 01/01/2013 8 -1.91 -8.35 -1.04 -0.98
03/01/2014 04/01/2014 1 -2.24 -2.24 -2.24 -2.24
06/01/2016 07/01/2016 1 -1.63 -1.63 -1.63 -1.63
02/01/2017 04/01/2017 2 -2.27 -2.63 -1.31 -1.31
12/01/2017 01/01/2018 1 -2.3 -2.3 -2.3 -2.3
04/01/2018 06/01/2018 2 -2.28 -2.99 -1.5 -1.5
08/01/2021 10/01/2021 2 -2.19 -2.33 -1.16 -1.16
04/01/2023 07/01/2023 3 -1.99 -4.02 -1.34 -1.91
