   MONTH       DAY      YEAR     TOTAL  
                                PRECIP  
                                INCHES  
      12         3      2005      0.00  
      12         4      2005      0.00  
      12         5      2005      0.00  
      12         6      2005      0.00  
      12         7      2005      0.00  
      12         8      2005      0.00  
      12         9      2005      0.10  
      12        10      2005      0.00  
      12        11      2005      0.00  
      12        12      2005      0.00  
      12        13      2005      0.01  
      12        14      2005      0.11  
      12        15      2005      0.00  
      12        16      2005      0.00  
      12        17      2005      0.00  
      12        18      2005      0.00  
      12        19      2005      0.00  
      12        20      2005      0.00  
      12        21      2005      0.00  
      12        22      2005      0.00  
      12        23      2005      0.00  
      12        24      2005      0.09  
      12        25      2005      0.19  
      12        26      2005      0.00  
      12        27      2005      0.00  
      12        28      2005      0.00  
      12        29      2005      0.00  
      12        30      2005      0.00  
      12        31      2005      0.00  
       1         1      2006      0.00  
       1         2      2006      0.00  
       1         3      2006      0.00  
       1         4      2006      0.00  
       1         5      2006      0.00  
       1         6      2006      0.00  
       1         7      2006      0.00  
       1         8      2006      0.00  
       1         9      2006      0.02  
       1        10      2006      1.04  
       1        11      2006      0.00  
       1        12      2006      0.00  
       1        13      2006      0.27  
       1        14      2006      0.00  
       1        15      2006      0.00  
       1        16      2006      0.04  
       1        17      2006      0.00  
       1        18      2006      0.00  
       1        19      2006      0.00  
       1        20      2006      0.06  
       1        21      2006      0.00  
       1        22      2006      0.21  
       1        23      2006      0.00  
       1        24      2006      0.00  
       1        25      2006      0.00  
       1        26      2006      0.00  
       1        27      2006      0.00  
       1        28      2006      1.21  
       1        29      2006      0.00  
       1        30      2006      0.00  
       1        31      2006      0.00  
       2         1      2006      0.00  
       2         2      2006      0.04  
       2         3      2006      0.00  
       2         4      2006      0.00  
       2         5      2006      0.00  
       2         6      2006      0.00  
       2         7      2006      0.00  
       2         8      2006      0.02  
       2         9      2006      0.00  
       2        10      2006      0.01  
       2        11      2006      0.00  
       2        12      2006      0.00  
       2        13      2006      0.00  
       2        14      2006      0.00  
       2        15      2006      0.00  
       2        16      2006      0.49  
       2        17      2006      0.00  
       2        18      2006      0.00  
       2        19      2006      0.00  
       2        20      2006      0.10  
       2        21      2006      0.07  
       2        22      2006      0.00  
       2        23      2006      0.00  
       2        24      2006      0.00  
       2        25      2006      0.00  
       2        26      2006      0.00  
       2        27      2006      0.00  
       2        28      2006      0.00  
       3         1      2006      0.00  
       3         2      2006      0.00  
       3         3      2006      0.00  
       3         4      2006      0.19  
       3         5      2006      0.12  
       3         6      2006      0.00  
       3         7      2006      0.00  
       3         8      2006      0.87  
       3         9      2006      0.98  
       3        10      2006      0.00  
       3        11      2006      0.42  
       3        12      2006      1.17  
       3        13      2006      0.35  
       3        14      2006      0.00  
       3        15      2006      0.00  
       3        16      2006      0.00  
       3        17      2006      0.00  
       3        18      2006      0.00  
       3        19      2006      0.05  
       3        20      2006      0.66  
       3        21      2006      0.00  
       3        22      2006      0.00  
       3        23      2006      0.00  
       3        24      2006      0.00  
       3        25      2006      0.00  
       3        26      2006      0.00  
       3        27      2006      0.00  
       3        28      2006      0.00  
       3        29      2006      0.00  
       3        30      2006      0.02  
       3        31      2006      0.35  
       4         1      2006      0.00  
       4         2      2006      0.14  
       4         3      2006      0.00  
       4         4      2006      0.00  
       4         5      2006      0.00  
       4         6      2006      0.25  
       4         7      2006      0.00  
       4         8      2006      0.00  
       4         9      2006      0.00  
       4        10      2006      0.00  
       4        11      2006      0.00  
       4        12      2006      0.00  
       4        13      2006      0.00  
       4        14      2006      0.00  
       4        15      2006      0.04  
       4        16      2006      0.00  
       4        17      2006      0.00  
