0,1,2,3
-99.0,2,0.68,2.17
-2.5,3,1.02,4.35
-2.4,1,0.34,6.52
-2.2,1,0.34,8.7
-1.9,3,1.02,10.87
-1.8,4,1.37,13.04
-1.7,2,0.68,15.22
-1.6,5,1.71,17.39
-1.5,1,0.34,19.57
-1.4,2,0.68,21.74
-1.3,9,3.07,23.91
-1.2,8,2.73,26.09
-1.1,10,3.41,28.26
-1.0,6,2.05,30.43
-0.9,7,2.39,32.61
-0.8,12,4.1,34.78
-0.7,6,2.05,36.96
-0.6,13,4.44,39.13
-0.5,6,2.05,41.3
-0.4,8,2.73,43.48
-0.3,10,3.41,45.65
-0.2,7,2.39,47.83
-0.1,11,3.75,50.0
0.0,10,3.41,52.17
0.1,16,5.46,54.35
0.2,12,4.1,56.52
0.3,10,3.41,58.7
0.4,13,4.44,60.87
0.5,7,2.39,63.04
0.6,11,3.75,65.22
0.7,12,4.1,67.39
0.8,4,1.37,69.57
0.9,7,2.39,71.74
1.0,8,2.73,73.91
1.1,5,1.71,76.09
1.2,5,1.71,78.26
1.3,6,2.05,80.43
1.4,5,1.71,82.61
1.5,8,2.73,84.78
1.6,3,1.02,86.96
1.7,2,0.68,89.13
1.8,5,1.71,91.3
1.9,2,0.68,93.48
2.0,3,1.02,95.65
2.2,1,0.34,97.83
2.5,1,0.34,100.0
