0,1,2,3
-2.6,2,0.68,2.17
-2.5,2,0.68,4.35
-2.3,6,2.05,6.52
-2.2,1,0.34,8.7
-1.7,4,1.37,10.87
-1.6,3,1.02,13.04
-1.5,4,1.37,15.22
-1.4,3,1.02,17.39
-1.3,1,0.34,19.57
-1.2,10,3.41,21.74
-1.1,8,2.73,23.91
-1.0,4,1.37,26.09
-0.9,5,1.71,28.26
-0.8,11,3.75,30.43
-0.7,9,3.07,32.61
-0.6,8,2.73,34.78
-0.5,15,5.12,36.96
-0.4,9,3.07,39.13
-0.3,12,4.1,41.3
-0.2,8,2.73,43.48
-0.1,12,4.1,45.65
0.0,7,2.39,47.83
0.1,9,3.07,50.0
0.2,19,6.48,52.17
0.3,10,3.41,54.35
0.4,9,3.07,56.52
0.5,9,3.07,58.7
0.6,14,4.78,60.87
0.7,12,4.1,63.04
0.8,11,3.75,65.22
0.9,11,3.75,67.39
1.0,5,1.71,69.57
1.1,3,1.02,71.74
1.2,7,2.39,73.91
1.3,5,1.71,76.09
1.4,6,2.05,78.26
1.5,3,1.02,80.43
1.6,2,0.68,82.61
1.7,5,1.71,84.78
1.8,2,0.68,86.96
1.9,1,0.34,89.13
2.0,1,0.34,91.3
2.1,1,0.34,93.48
2.2,2,0.68,95.65
2.4,1,0.34,97.83
2.6,1,0.34,100.0
