01/01/2000 0.08
start_date end_date duration peak sum average median
06/01/2002 08/01/2002 2 -1.84 -2.85 -1.43 -1.43
12/01/2002 04/01/2003 4 -1.71 -4.25 -1.06 -1.21
05/01/2005 06/01/2005 1 -1.61 -1.61 -1.61 -1.61
02/01/2006 04/01/2006 2 -2.26 -2.79 -1.4 -1.4
05/01/2006 08/01/2006 3 -1.98 -3.15 -1.05 -0.75
06/01/2007 08/01/2007 2 -2.2 -2.66 -1.33 -1.33
11/01/2007 12/01/2007 1 -2.66 -2.66 -2.66 -2.66
01/01/2009 03/01/2009 2 -2.2 -2.77 -1.38 -1.38
10/01/2011 11/01/2011 1 -2.5 -2.5 -2.5 -2.5
07/01/2013 09/01/2013 2 -2.83 -4.55 -2.27 -2.27
01/01/2014 02/01/2014 1 -1.79 -1.79 -1.79 -1.79
03/01/2014 06/01/2014 3 -1.62 -2.41 -0.8 -0.76
04/01/2018 08/01/2018 4 -2.66 -6.54 -1.63 -1.43
09/01/2021 10/01/2021 1 -1.63 -1.63 -1.63 -1.63
02/01/2022 03/01/2022 1 -1.58 -1.58 -1.58 -1.58
