0,1,2,3
-99.0,2,0.68,2.17
-2.4,1,0.34,4.35
-2.2,1,0.34,6.52
-2.0,2,0.68,8.7
-1.9,2,0.68,10.87
-1.8,5,1.71,13.04
-1.7,6,2.05,15.22
-1.6,4,1.37,17.39
-1.5,8,2.74,19.57
-1.4,2,0.68,21.74
-1.3,9,3.08,23.91
-1.2,6,2.05,26.09
-1.1,6,2.05,28.26
-1.0,5,1.71,30.43
-0.9,6,2.05,32.61
-0.8,8,2.74,34.78
-0.7,5,1.71,36.96
-0.6,6,2.05,39.13
-0.5,13,4.45,41.3
-0.4,5,1.71,43.48
-0.3,12,4.11,45.65
-0.2,6,2.05,47.83
-0.1,16,5.48,50.0
0.0,10,3.42,52.17
0.1,13,4.45,54.35
0.2,11,3.77,56.52
0.3,14,4.79,58.7
0.4,11,3.77,60.87
0.5,15,5.14,63.04
0.6,8,2.74,65.22
0.7,7,2.4,67.39
0.8,11,3.77,69.57
0.9,6,2.05,71.74
1.0,8,2.74,73.91
1.1,7,2.4,76.09
1.2,6,2.05,78.26
1.3,2,0.68,80.43
1.4,6,2.05,82.61
1.5,1,0.34,84.78
1.6,2,0.68,86.96
1.7,1,0.34,89.13
1.8,2,0.68,91.3
1.9,6,2.05,93.48
2.0,4,1.37,95.65
2.1,3,1.03,97.83
2.2,2,0.68,100.0
