0,1,2,3
-99.0,5,1.71,2.13
-2.2,3,1.03,4.26
-2.0,1,0.34,6.38
-1.9,1,0.34,8.51
-1.8,1,0.34,10.64
-1.7,5,1.71,12.77
-1.6,2,0.68,14.89
-1.5,7,2.4,17.02
-1.4,8,2.74,19.15
-1.3,5,1.71,21.28
-1.2,7,2.4,23.4
-1.1,15,5.14,25.53
-1.0,7,2.4,27.66
-0.9,3,1.03,29.79
-0.8,4,1.37,31.91
-0.7,11,3.77,34.04
-0.6,9,3.08,36.17
-0.5,6,2.05,38.3
-0.4,11,3.77,40.43
-0.3,16,5.48,42.55
-0.2,7,2.4,44.68
-0.1,12,4.11,46.81
0.0,10,3.42,48.94
0.1,9,3.08,51.06
0.2,14,4.79,53.19
0.3,10,3.42,55.32
0.4,7,2.4,57.45
0.5,5,1.71,59.57
0.6,12,4.11,61.7
0.7,9,3.08,63.83
0.8,7,2.4,65.96
0.9,13,4.45,68.09
1.0,5,1.71,70.21
1.1,6,2.05,72.34
1.2,5,1.71,74.47
1.3,7,2.4,76.6
1.4,8,2.74,78.72
1.5,3,1.03,80.85
1.6,2,0.68,82.98
1.7,2,0.68,85.11
1.8,2,0.68,87.23
1.9,1,0.34,89.36
2.0,1,0.34,91.49
2.1,3,1.03,93.62
2.2,1,0.34,95.74
2.4,3,1.03,97.87
2.5,1,0.34,100.0
