0,1,2,3
-99.0,5,1.71,2.17
-2.2,4,1.37,4.35
-2.1,3,1.03,6.52
-2.0,1,0.34,8.7
-1.9,3,1.03,10.87
-1.8,3,1.03,13.04
-1.7,4,1.37,15.22
-1.6,2,0.68,17.39
-1.5,4,1.37,19.57
-1.4,3,1.03,21.74
-1.3,6,2.05,23.91
-1.2,7,2.4,26.09
-1.1,7,2.4,28.26
-1.0,5,1.71,30.43
-0.9,7,2.4,32.61
-0.8,12,4.11,34.78
-0.7,9,3.08,36.96
-0.6,10,3.42,39.13
-0.5,7,2.4,41.3
-0.4,6,2.05,43.48
-0.3,7,2.4,45.65
-0.2,18,6.16,47.83
-0.1,10,3.42,50.0
0.0,7,2.4,52.17
0.1,10,3.42,54.35
0.2,9,3.08,56.52
0.3,14,4.79,58.7
0.4,13,4.45,60.87
0.5,10,3.42,63.04
0.6,8,2.74,65.22
0.7,9,3.08,67.39
0.8,10,3.42,69.57
0.9,9,3.08,71.74
1.0,3,1.03,73.91
1.1,5,1.71,76.09
1.2,9,3.08,78.26
1.3,7,2.4,80.43
1.4,3,1.03,82.61
1.5,4,1.37,84.78
1.6,6,2.05,86.96
1.7,3,1.03,89.13
1.8,5,1.71,91.3
1.9,1,0.34,93.48
2.0,1,0.34,95.65
2.2,2,0.68,97.83
2.3,1,0.34,100.0
