location,duration
"Albany, Gentry County, MO",27
"Auxvasse, Audrain County, MO",21
"Brunswick, Carroll County, MO",13
"Cardwell, Dunklin County, MO",13
"Charleston, Mississippi County, MO",17
"Clarkton, Dunklin County, MO",13
"Columbia-Sanborn Field, Boone County, MO",19
"Columbia-South Farms, Boone County, MO",21
"Cook Station, Crawford County, MO",14
"Corning, Atchison County, MO",13
"Delta, Cape Girardeau County, MO",16
"Glennonville, Dunklin County, MO",22
"Hayward, Pemiscot County, MO",12
"Lamar, Barton County, MO",20
"Linneus, Linn County, MO",21
"Monroe City, Monroe County, MO",22
"Novelty, Knox County, MO",17
"Portageville, Pemiscot County, MO",12
"St. Joseph, Buchanan County, MO",20
