location,SPI,frequency
"Albany, Gentry County, MO",-4.5,
"Auxvasse, Audrain County, MO",-4.5,
"Brunswick, Carroll County, MO",-4.5,
"Cardwell, Dunklin County, MO",-4.5,
"Charleston, Mississippi County, MO",-4.5,
"Clarkton, Dunklin County, MO",-4.5,
"Columbia-Sanborn Field, Boone County, MO",-4.5,
"Columbia-South Farms, Boone County, MO",-4.5,
"Cook Station, Crawford County, MO",-4.5,
"Corning, Atchison County, MO",-4.5,
"Delta, Cape Girardeau County, MO",-4.5,
"Glennonville, Dunklin County, MO",-4.5,
"Hayward, Pemiscot County, MO",-4.5,
"Lamar, Barton County, MO",-4.5,
"Linneus, Linn County, MO",-4.5,
"Monroe City, Monroe County, MO",-4.5,
"Novelty, Knox County, MO",-4.5,
"Portageville, Pemiscot County, MO",-4.5,
"St. Joseph, Buchanan County, MO",-4.5,
